address,agent_url,description,id,page_number,price,scrape_time,url,beds,latitude,longitude,tenure,travel_time_cw,travel_time_from_strand,travel_time_cp,bedroom_score,tenure_score,price_score,tt_score_cw,tt_score_from_strand,tt_score_cp,total_score
"Elvin Gardens, Wembley, HA9",http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Wembley-166331.html,2 bedroom flat for sale,83181524,13,650000.0,2019-07-13 07:49:59.696805,http://www.rightmove.co.uk/property-for-sale/property-83181524.html,2,51.559841999999996,-0.282208,Leasehold,55.0,73.0,68.0,0,0,0.0,-10.0,-24.0,-11.5,-45.5
"Lockes End, Church End, Walthamstow, London, E17",http://www.rightmove.co.uk/estate-agents/agent/Estates17/Walthamstow-94276.html,3 bedroom terraced house for sale,70132048,13,650000.0,2019-07-13 07:49:59.696805,http://www.rightmove.co.uk/property-for-sale/property-70132048.html,3,51.590175,-0.017343,-,25.0,44.0,57.0,5,0,0.0,10.0,7.333333333333334,-6.0,16.333333333333336
"Haven Lane, Ealing",http://www.rightmove.co.uk/estate-agents/agent/Dexters/Ealing-84791.html,2 bedroom terraced house for sale,72669079,13,650000.0,2019-07-13 07:49:59.696805,http://www.rightmove.co.uk/property-for-sale/property-72669079.html,2,51.517284000000004,-0.299739,-,58.0,75.0,58.0,0,0,0.0,-13.0,-26.666666666666664,-6.5,-46.166666666666664
"Trott Street, Battersea",http://www.rightmove.co.uk/estate-agents/agent/Dexters/Battersea-78410.html,3 bedroom flat for sale,63187401,13,650000.0,2019-07-13 07:49:59.696805,http://www.rightmove.co.uk/property-for-sale/property-63187401.html,3,51.473275,-0.172653,-,42.0,67.0,31.0,5,0,0.0,1.5,-16.0,3.5,-6.0
"River Bank, London, N21",http://www.rightmove.co.uk/estate-agents/agent/Addison-Townsend/Winchmore-Hill-5883.html,3 bedroom semi-detached house for sale,72644887,13,650000.0,2019-07-13 07:49:59.696805,http://www.rightmove.co.uk/property-for-sale/property-72644887.html,3,51.634987,-0.089877,Freehold,34.0,52.0,66.0,5,3,0.0,5.5,2.0,-10.5,5.0
"Dulwich Road, Herne Hill",http://www.rightmove.co.uk/estate-agents/agent/Barnard-Marcus/Clapham-1891.html,2 bedroom ground floor flat for sale,63576312,14,565000.0,2019-07-13 07:50:00.119277,http://www.rightmove.co.uk/property-for-sale/property-63576312.html,2,51.45438,-0.10907,Leasehold,36.0,51.0,16.0,0,0,2.125,4.5,2.666666666666667,5.0,14.291666666666668
"Hampton Apartments, Duke Of Wellington Avenue, Royal Arsenal Riverside, London, SE18",http://www.rightmove.co.uk/estate-agents/agent/Life-Residential/Greenwich--Sales-62256.html,2 bedroom apartment for sale,83156585,14,650000.0,2019-07-13 07:50:00.119277,http://www.rightmove.co.uk/property-for-sale/property-83156585.html,2,51.493489000000004,0.068605,Leasehold,22.0,12.0,39.0,0,0,0.0,10.0,10.0,1.5,21.5
"Courtlands Avenue, Lee, London, SE12",http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Blackheath-75148.html,3 bedroom bungalow for sale,82995038,14,650000.0,2019-07-13 07:50:00.119277,http://www.rightmove.co.uk/property-for-sale/property-82995038.html,3,51.45581,0.02253,Freehold,20.0,25.0,29.0,5,3,0.0,10.0,10.0,4.0,32.0
"Heathfield Road, Croydon, CR0",http://www.rightmove.co.uk/estate-agents/agent/Streets-Ahead/Croydon-Central-18120.html,3 bedroom detached house for sale,83152412,14,650000.0,2019-07-13 07:50:00.119277,http://www.rightmove.co.uk/property-for-sale/property-83152412.html,3,51.366147999999995,-0.097634,Freehold,53.0,55.0,18.0,5,3,0.0,-8.0,0.0,5.0,5.0
"Tierney Road, Tierney Road",http://www.rightmove.co.uk/estate-agents/agent/Dexters/Streatham-100624.html,2 bedroom flat for sale,63520242,14,650000.0,2019-07-13 07:50:00.119277,http://www.rightmove.co.uk/property-for-sale/property-63520242.html,2,51.445101,-0.127667,-,44.0,53.0,17.0,0,0,0.0,0.5,1.333333333333334,5.0,6.833333333333334
"Monet House, Pumping Station Road, London, W4",http://www.rightmove.co.uk/estate-agents/agent/Hamptons-International-Sales/Chiswick-37850.html,2 bedroom flat for sale,83156909,14,650000.0,2019-07-13 07:50:00.119277,http://www.rightmove.co.uk/property-for-sale/property-83156909.html,2,51.483264,-0.252531,Leasehold,51.0,78.0,50.0,0,0,0.0,-6.0,-30.666666666666664,-2.5,-39.166666666666664
"Drayton Park, Islington, N5",http://www.rightmove.co.uk/estate-agents/agent/Life-Residential/North-London-Branch---Sales-51927.html,2 bedroom apartment for sale,63500100,14,650000.0,2019-07-13 07:50:00.119277,http://www.rightmove.co.uk/property-for-sale/property-63500100.html,2,51.55562800000001,-0.105932,Leasehold,34.0,51.0,60.0,0,0,0.0,5.5,2.666666666666667,-7.5,0.6666666666666679
"Spinnaker House, Battersea Reach, SW18",http://www.rightmove.co.uk/estate-agents/agent/HandG-Property/London-92659.html,2 bedroom apartment for sale,63443673,14,650000.0,2019-07-13 07:50:00.119277,http://www.rightmove.co.uk/property-for-sale/property-63443673.html,2,51.463723,-0.18620499999999998,Leasehold,45.0,66.0,29.0,0,0,0.0,0.0,-14.666666666666666,4.0,-10.666666666666666
"Hornsey Lane Gardens, Highgate, N6",http://www.rightmove.co.uk/estate-agents/agent/McHugh-and-Co/London-90947.html,2 bedroom apartment for sale,72613324,14,650000.0,2019-07-13 07:50:00.119277,http://www.rightmove.co.uk/property-for-sale/property-72613324.html,2,51.572897,-0.135482,Leasehold,45.0,62.0,67.0,0,0,0.0,0.0,-9.333333333333332,-11.0,-20.333333333333332
"Copeland Road, Walthamstow",http://www.rightmove.co.uk/estate-agents/agent/The-Stow-Brothers/Walthamstow-114391.html,3 bedroom semi-detached house for sale,72690346,14,650000.0,2019-07-13 07:50:00.119277,http://www.rightmove.co.uk/property-for-sale/property-72690346.html,3,51.578410999999996,-0.011851,-,28.0,46.0,57.0,5,0,0.0,8.5,6.0,-6.0,13.5
"Linden Way, Southgate",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Southgate-55531.html,3 bedroom terraced house for sale,72832495,14,650000.0,2019-07-13 07:50:00.119277,http://www.rightmove.co.uk/property-for-sale/property-72832495.html,3,51.637745,-0.130656,Freehold,37.0,55.0,69.0,5,3,0.0,4.0,0.0,-12.0,0.0
"Putney Park House, 69 Pleasance Road, London, SW15",http://www.rightmove.co.uk/estate-agents/agent/Hamptons-International-Sales/Putney-54986.html,2 bedroom apartment for sale,72865312,14,650000.0,2019-07-13 07:50:00.119277,http://www.rightmove.co.uk/property-for-sale/property-72865312.html,2,51.45991,-0.236956,Share of Freehold,58.0,77.0,42.0,0,3,0.0,-13.0,-29.333333333333332,0.75,-38.58333333333333
"Hastings Terrace, Conway Road, London, N15",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Harringay-36308.html,3 bedroom end of terrace house for sale,72363874,15,650000.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-72363874.html,3,51.583114,-0.094114,Freehold,35.0,52.0,64.0,5,3,0.0,5.0,2.0,-9.5,5.5
"Bovingdon Road, Fulham",http://www.rightmove.co.uk/estate-agents/agent/Dexters/Fulham-84794.html,2 bedroom flat for sale,62109318,15,649999.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-62109318.html,2,51.475238,-0.189878,-,44.0,69.0,32.0,0,0,2.5e-05,0.5,-18.666666666666664,3.25,-14.916641666666663
"Railton Road, Herne Hill, London, SE24",http://www.rightmove.co.uk/estate-agents/agent/Pedder/Herne-Hill-82748.html,3 bedroom house for sale,61975137,15,649999.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-61975137.html,3,51.455334,-0.104853,-,36.0,51.0,16.0,5,0,2.5e-05,4.5,2.666666666666667,5.0,17.16669166666667
"Railton Road, Herne Hill",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Dulwich-Village-55435.html,3 bedroom end of terrace house for sale,72122539,15,649999.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-72122539.html,3,51.455324,-0.104868,Freehold,36.0,51.0,16.0,5,3,2.5e-05,4.5,2.666666666666667,5.0,20.16669166666667
"Bishops Road, Highgate",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Highgate-55483.html,2 bedroom flat for sale,72720964,15,649995.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-72720964.html,2,51.577261,-0.14987999999999999,Leasehold,45.0,64.0,69.0,0,0,0.000125,0.0,-12.0,-12.0,-23.999875
"Cephas Avenue, London",http://www.rightmove.co.uk/estate-agents/agent/Elms-Estates/Bethnal-Green-71927.html,3 bedroom maisonette for sale,72780238,15,649995.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-72780238.html,3,51.523872,-0.049242,-,12.0,36.0,43.0,5,0,0.000125,10.0,10.0,0.5,25.500125
"Asylum Road, Peckham, SE15",http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-London-151079.html,3 bedroom terraced house for sale,63648246,15,649950.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-63648246.html,3,51.475901,-0.058334000000000004,Freehold,21.0,38.0,23.0,5,3,0.00125,10.0,10.0,5.0,33.00125
"Fitzroy Road, London, NW1",http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Belsize-Park-138794.html,2 bedroom flat for sale,71794342,15,649950.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-71794342.html,2,51.539907,-0.1549,Leasehold,39.0,65.0,55.0,0,0,0.00125,3.0,-13.333333333333332,-5.0,-15.332083333333332
"Benwell Road, Highbury, London, N7",http://www.rightmove.co.uk/estate-agents/agent/Currell/Islington---Sales-68171.html,2 bedroom apartment for sale,72185140,15,649950.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-72185140.html,2,51.551241999999995,-0.10900499999999999,Leasehold,32.0,51.0,59.0,0,0,0.00125,6.5,2.666666666666667,-7.0,2.1679166666666667
"Lynton Road, Acton",http://www.rightmove.co.uk/estate-agents/agent/Robertson-Smith-and-Kempson/Acton-6954.html,2 bedroom flat for sale,82988696,15,649950.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-82988696.html,2,51.514695,-0.28044,-,54.0,77.0,57.0,0,0,0.00125,-9.0,-29.333333333333332,-6.0,-44.33208333333333
"Fontenoy Road, SW12",http://www.rightmove.co.uk/estate-agents/agent/Douglas-and-Gordon/Balham-34241.html,2 bedroom flat for sale,71619319,15,649950.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-71619319.html,2,51.438049,-0.144835,Leasehold,46.0,58.0,19.0,0,0,0.00125,-1.0,-4.0,5.0,0.0012499999999997513
"Queenstown Road, Battersea, London, SW8",http://www.rightmove.co.uk/estate-agents/agent/JOHNSandCO/Nine-Elms-136148.html,2 bedroom apartment for sale,74130965,15,649950.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-74130965.html,2,51.472752,-0.148784,Leasehold,38.0,60.0,27.0,0,0,0.00125,3.5,-6.666666666666666,4.5,1.3345833333333341
"Havelock Road, London, SW19",http://www.rightmove.co.uk/estate-agents/agent/Hawes-and-Co/Wimbledon-8774.html,3 bedroom terraced house for sale,72732307,15,649950.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-72732307.html,3,51.426949,-0.18773800000000002,-,55.0,70.0,30.0,5,0,0.00125,-10.0,-20.0,3.75,-21.24875
"Santley Street, Clapham, London, SW4",http://www.rightmove.co.uk/estate-agents/agent/James-Pendleton/Clapham-Common-and-Brixton-45744.html,2 bedroom flat for sale,83085599,15,649950.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-83085599.html,2,51.461662,-0.122079,Share of Freehold,38.0,57.0,21.0,0,3,0.00125,3.5,-2.6666666666666665,5.0,8.834583333333335
"Queenstown Road, Battersea, London, SW8",http://www.rightmove.co.uk/estate-agents/agent/JOHNSandCO-New-Homes/London-190682.html,2 bedroom apartment for sale,55129332,15,649950.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-55129332.html,2,51.472752,-0.148784,Leasehold,38.0,60.0,27.0,0,0,0.00125,3.5,-6.666666666666666,4.5,1.3345833333333341
"Fontenoy Road, SW12",http://www.rightmove.co.uk/estate-agents/agent/Douglas-and-Gordon/Balham-34241.html,2 bedroom flat for sale,71619385,15,649950.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-71619385.html,2,51.438049,-0.144835,Leasehold,46.0,58.0,19.0,0,0,0.00125,-1.0,-4.0,5.0,0.0012499999999997513
"Benwell Road, Holloway, London, N7",http://www.rightmove.co.uk/estate-agents/agent/Savills/Islington-36269.html,2 bedroom maisonette for sale,62891955,15,649950.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-62891955.html,2,51.551378,-0.108859,Leasehold,32.0,51.0,59.0,0,0,0.00125,6.5,2.666666666666667,-7.0,2.1679166666666667
"Callcott Road, Queens Park, London, NW6",http://www.rightmove.co.uk/estate-agents/agent/Greene-and-Co/West-Hampstead-37304.html,2 bedroom flat for sale,72738724,15,649500.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-72738724.html,2,51.541722,-0.201781,Leasehold,49.0,75.0,59.0,0,0,0.0125,-4.0,-26.666666666666664,-7.0,-37.65416666666667
"Holland Road, London, W14",http://www.rightmove.co.uk/estate-agents/agent/Finlay-Brewer/London-W6-74431.html,2 bedroom flat for sale,82598768,15,649000.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-82598768.html,2,51.50225,-0.212889,Leasehold,45.0,74.0,44.0,0,0,0.025,0.0,-25.333333333333332,0.25,-25.058333333333334
"Cumbrian Gardens, London, NW2",http://www.rightmove.co.uk/estate-agents/agent/Ellis-and-Co/Golders-Green-6769.html,3 bedroom semi-detached house for sale,83186186,15,645000.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-83186186.html,3,51.564797999999996,-0.21372600000000005,Freehold,48.0,66.0,66.0,5,3,0.125,-3.0,-14.666666666666666,-10.5,-20.041666666666664
"Cruikshank Street, Clerkenwell, WC1X",http://www.rightmove.co.uk/estate-agents/agent/Portico/Bloomsbury-66944.html,3 bedroom flat for sale,79529129,15,645000.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-79529129.html,3,51.530365,-0.11314300000000001,Leasehold,29.0,54.0,50.0,5,0,0.125,8.0,0.6666666666666679,-2.5,11.291666666666668
"Princess Court, Queensway, London, W2",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Notting-Hill-58766.html,2 bedroom apartment for sale,72738616,15,645000.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-72738616.html,2,51.511568,-0.188051,Leasehold,43.0,65.0,50.0,0,0,0.125,1.0,-13.333333333333332,-2.5,-14.708333333333332
"Thames Village, Chiswick, W4",http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-London-151079.html,2 bedroom ground floor flat for sale,63495063,15,645000.0,2019-07-13 07:50:00.474522,http://www.rightmove.co.uk/property-for-sale/property-63495063.html,2,51.477325,-0.271384,Leasehold,52.0,80.0,50.0,0,0,0.125,-7.0,-33.33333333333333,-2.5,-42.70833333333333
"Pavillion Square, Royal Arsenal Riverside",http://www.rightmove.co.uk/estate-agents/agent/Vanquish-Real-Estate-Investment-and-Management/London-65406.html,3 bedroom flat for sale,72790804,16,644999.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-72790804.html,3,51.492896,0.069073,Leasehold,22.0,12.0,39.0,5,0,0.125025,10.0,10.0,1.5,26.625025
"King Henry's Dock, Europe Road, Woolwich, London, SE18",http://www.rightmove.co.uk/estate-agents/agent/Ernest-Brooks-International/London-162914.html,2 bedroom apartment for sale,63619143,16,640000.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-63619143.html,2,51.493787,0.055165,Leasehold,21.0,14.0,39.0,0,0,0.25,10.0,10.0,1.5,21.75
"Starboard Way,
Royal Wharf,
London,
E16",http://www.rightmove.co.uk/developer/branch/Site-Sales/Traders-Quarter-200357.html,3 bedroom apartment for sale,83244128,16,640000.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-83244128.html,3,51.500892,0.030875,Leasehold,10.0,32.0,42.0,5,0,0.25,10.0,10.0,0.75,26.0
"Waterfront III, Royal Arsenal Riverside",http://www.rightmove.co.uk/estate-agents/agent/Vanquish-Real-Estate-Investment-and-Management/London-65406.html,2 bedroom flat for sale,72790828,16,640000.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-72790828.html,2,51.494786,0.06869700000000001,Freehold,23.0,13.0,40.0,0,3,0.25,10.0,10.0,1.25,24.5
"Blomfield Road, Little Venice, London, W9 ",http://www.rightmove.co.uk/estate-agents/agent/Braithwait/London-60711.html,3 bedroom flat for sale,63217563,16,640000.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-63217563.html,3,51.522406,-0.186338,-,41.0,66.0,50.0,5,0,0.25,2.0,-14.666666666666666,-2.5,-9.916666666666666
"Waterfront III, Royal Arsenal Riverside",http://www.rightmove.co.uk/estate-agents/agent/Vanquish-Real-Estate-Investment-and-Management/London-65406.html,2 bedroom flat for sale,72790822,16,640000.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-72790822.html,2,51.494786,0.06869700000000001,Leasehold,23.0,13.0,40.0,0,0,0.25,10.0,10.0,1.25,21.5
"St. James's Road, Bemondsey",http://www.rightmove.co.uk/estate-agents/agent/Dexters/London-Bridge-40512.html,2 bedroom flat for sale,72856837,16,640000.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-72856837.html,2,51.491809,-0.06504800000000001,-,18.0,39.0,31.0,0,0,0.25,10.0,10.0,3.5,23.75
"Kingsland Road, Dalston, London, E8",http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Hackney-101522.html,2 bedroom maisonette for sale,69636397,16,640000.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-69636397.html,2,51.539941,-0.076508,Leasehold,22.0,43.0,53.0,0,0,0.25,10.0,8.0,-4.0,14.25
"Perham Road, West Kensington, London, W14",http://www.rightmove.co.uk/estate-agents/agent/Shaws-Kensington/Sales-57974.html,2 bedroom duplex for sale,83124155,16,639950.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-83124155.html,2,51.488191,-0.206569,Share of Freehold,48.0,73.0,42.0,0,3,0.25125,-3.0,-24.0,0.75,-22.99875
"Starboard Way,
Royal Wharf,
London,
E16",http://www.rightmove.co.uk/developer/branch/Site-Sales/Traders-Quarter-200357.html,3 bedroom apartment for sale,83244086,16,637500.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-83244086.html,3,51.500892,0.030875,Leasehold,10.0,32.0,42.0,5,0,0.3125,10.0,10.0,0.75,26.0625
"Albany Road, London SE5",http://www.rightmove.co.uk/estate-agents/agent/ludlowthompson/Kennington-Oval---Sales-77465.html,2 bedroom flat for sale,83059418,16,635000.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-83059418.html,2,51.482919,-0.093067,-,25.0,44.0,26.0,0,0,0.375,10.0,7.333333333333334,4.75,22.458333333333336
"Blenheim Close, Winchmore Hill, N21",http://www.rightmove.co.uk/estate-agents/agent/Belvoir/Queens-Park-180008.html,3 bedroom town house for sale,82997711,16,635000.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-82997711.html,3,51.633217,-0.093012,-,35.0,53.0,67.0,5,0,0.375,5.0,1.333333333333334,-11.0,0.7083333333333339
"Kendal Close, London SW9",http://www.rightmove.co.uk/estate-agents/agent/ludlowthompson/Kennington-Oval---Sales-77465.html,3 bedroom terraced house for sale,83114591,16,635000.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-83114591.html,3,51.478726,-0.10620299999999999,-,31.0,50.0,25.0,5,0,0.375,7.0,3.333333333333334,5.0,20.708333333333336
"Stanbridge Road, Putney",http://www.rightmove.co.uk/estate-agents/agent/James-Anderson/West-Putney-85676.html,2 bedroom maisonette for sale,83266478,16,635000.0,2019-07-13 07:50:00.853453,http://www.rightmove.co.uk/property-for-sale/property-83266478.html,2,51.467456,-0.22396300000000002,-,51.0,75.0,38.0,0,0,0.375,-6.0,-26.666666666666664,1.75,-30.541666666666664
